player_id,full_name,seasons_played,NBA All-Star,NBA All-Star Game MVP,MVP,All-NBA-First,All-NBA-Second,All-NBA-Third,DPOY,All-Defensive-First,All-Defensive-Second,Championships,FMVP,Olympic Gold,Olympic Silver,Olympic Bronze,Height,Weight,Position,Teams,DraftRound,DraftNumber,season_PPG,season_APG,season_RBG,season_SPG,season_BPG,season_TPG,season_PM,season_MPG,season_FG_PCT,season_FG3_PCT,season_FT_PCT,season_GP,playoff_PPG,playoff_APG,playoff_RBG,playoff_SPG,playoff_BPG,playoff_TPG,playoff_PM,playoff_MPG,playoff_FG_PCT,playoff_FG3_PCT,playoff_FT_PCT,playoff_GP
2544,LeBron James,22,21,3,4,13,4,4,0,5,1,4,4,3,0,1,6-9,250,Forward,"['CLE', 'MIA', 'LAL']",1,1,27.004545454545454,7.418181818181818,7.536363636363637,1.481818181818182,0.7272727272727272,3.5090909090909097,4.668181818181818,37.58181818181818,0.5084090909090909,0.3488636363636364,0.7359090909090908,71.0,28.2,7.205555555555555,8.811111111111112,1.711111111111111,1.0166666666666666,3.5944444444444437,3.355555555555555,41.199999999999996,0.49833333333333335,0.33711111111111114,0.7350000000000001,16.22222222222222
